URL,Version,Status,OIDs,Name,Title,Description,Used
http://example.com/fhir/example/CodeSystem/cs-fhir-events,1.0.0,active,,CS_FHIREvents,FHIR Events CodeSystem,"Código dos eventos FHIR relacionados com transações baseadas em mensagens HL7v2. Este CodeSystem inclui mapeamentos para eventos de diferentes domínios (ex: gestão de utentes, emergência, etc.).","ValueSet/vs-patient-identity-events"
http://terminology.hl7.org/CodeSystem/v2-0203,5.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/patient-identifier-type,ValueSet/practitioner-identifier-type"
